invoice_id,item_id,quantity
5354,0-18-258946-3,2
5354,1-933260-00-9,2
5355,1-965813-56-9,2
5355,0-489-42461-9,3
5355,0-311-52527-X,1
5356,1-208-92581-4,2
5356,0-447-44840-4,3
5356,1-354-00803-0,1
5356,1-227-05897-7,3
5356,0-86177-963-0,4
5356,0-02-947686-0,1
5356,0-489-42461-9,3
5356,0-667-81667-4,2
5356,0-458-05510-7,4
5357,1-59157-301-7,3
5357,0-447-44840-4,3
5357,0-302-41872-5,1
5357,1-118-05964-6,3
5357,0-469-21982-3,4
5357,1-60642-190-5,1
5358,1-4083-0399-X,3
5358,1-4467-6096-0,3
5358,0-596-89331-0,3
5358,0-8216-5501-9,3
5358,0-469-21982-3,1
5358,1-66068-167-7,3
5358,1-83164-707-9,3
5358,0-7141-8546-9,1
5358,0-02-947686-0,2
5359,1-83164-707-9,2
5359,0-8153-0450-1,4
5359,0-16-871315-2,2
5359,1-75223-297-6,3
5359,0-668-16718-1,1
5360,0-351-94756-6,4
5360,0-16-871315-2,4
5360,1-222-32214-5,2
5360,0-257-20790-2,2
5361,1-00-096050-1,1
5361,0-8153-0450-1,4
5361,1-4457-9816-6,3
5361,1-164-11369-0,3
5361,0-577-58554-1,3
5361,0-8216-5501-9,2
5362,1-184-45618-6,4
5362,0-232-08154-9,1
5362,1-107-39856-8,3
5362,0-311-52527-X,4
5362,1-00-166641-0,4
5362,0-7631-7289-8,3
5362,0-87173-237-8,1
5362,1-160-77306-8,2
5363,0-9514693-2-0,2
5363,1-160-77306-8,4
5363,0-248-44413-1,4
5363,0-87173-237-8,3
5364,1-59157-301-7,4
5364,1-4407-1966-7,1
5364,0-489-42461-9,1
5365,0-232-08154-9,4
5365,0-668-16718-1,3
5365,0-682-99878-8,4
5365,0-16-871315-2,3
5365,0-7141-8546-9,4
5365,1-60642-190-5,1
5366,0-383-11312-1,1
5366,0-667-81667-4,1
5366,0-942663-19-5,2
5366,1-00-096050-1,3
5367,0-351-94756-6,3
5367,1-184-45618-6,1
5367,1-01-376732-2,4
5368,1-227-05897-7,4
5368,1-4467-6096-0,2
5368,1-65593-056-7,1
5368,1-354-00803-0,2
5368,0-257-20790-2,1
5368,1-4083-0399-X,1
5368,1-129-18864-7,1
5368,0-365-25576-9,3
5369,1-278-82083-3,1
5369,1-237-95200-X,4
5369,0-7127-8604-X,2
5369,0-02-947686-0,3
5369,0-14-678009-4,1
5370,1-208-92581-4,4
5370,1-184-45618-6,2
5371,0-16-871315-2,2
5371,0-458-05510-7,4
5371,1-56486-493-6,1
5371,1-4083-0399-X,1
5371,1-239-86834-0,2
5371,0-7127-8604-X,1
5372,1-227-05897-7,4
5372,1-66068-167-7,4
5372,1-4467-6096-0,2
5372,1-71447-910-2,2
5373,1-84426-958-2,2
5373,1-207-93326-0,2
5373,0-8216-5501-9,2
5373,1-5220-1394-6,1
5373,1-75223-297-6,1
5373,0-8153-0450-1,1
5373,0-7631-7289-8,4
5373,1-70408-579-9,4
5374,1-5437-3256-9,2
5374,0-351-94756-6,2
5374,1-56486-493-6,2
5374,0-8216-5501-9,3
5375,1-4476-3417-9,2
5375,0-7127-8604-X,3
5375,1-184-45618-6,1
5375,0-596-89331-0,1
5376,1-4083-0399-X,4
5376,0-87173-237-8,4
5376,0-01-717479-1,4
5376,1-65593-056-7,4
5376,1-239-86834-0,1
5376,1-4476-3417-9,2
5376,1-933260-00-9,1
5376,1-158-30233-9,4
5376,0-88310-438-5,1
5377,1-4494-5955-2,2
5377,0-8189-0617-0,3
5377,0-302-41872-5,2
5377,1-01-376732-2,3
5377,1-69103-395-2,3
5377,0-311-52527-X,4
5378,0-489-42461-9,1
5378,0-493-95641-7,1
5378,1-107-39856-8,2
5378,1-184-45618-6,4
5379,1-890677-17-5,4
5379,1-04-310548-4,1
5379,1-75223-297-6,1
5379,0-88310-438-5,4
5379,0-577-58554-1,2
5379,0-9878492-7-1,2
5379,1-239-86834-0,2
5379,0-476-73108-9,3
5379,0-248-44413-1,4
5380,0-8007-9637-3,1
5380,0-01-717479-1,4
5380,0-7127-8604-X,1
5380,1-4274-3175-2,2
5380,0-87173-237-8,1
5380,1-01-376732-2,4
5380,1-00-096050-1,3
5380,1-237-95200-X,2
5380,0-239-93663-9,2
5381,0-447-44840-4,1
5381,0-302-41872-5,4
5381,0-232-08154-9,1
5381,1-933260-00-9,1
5381,1-239-86834-0,1
5381,0-7127-8604-X,4
5381,1-107-39856-8,4
5381,1-84426-958-2,3
5382,1-00-096050-1,1
5382,1-5339-0165-1,4
5382,0-18-258946-3,3
5382,1-229-04757-3,3
5383,0-06-087973-4,3
5383,1-965813-56-9,1
5383,1-160-77306-8,3
5383,1-01-376732-2,1
5383,1-75223-297-6,2
5383,0-05-597353-1,2
5383,0-289-91901-0,4
5384,0-16-871315-2,3
5384,1-5437-3256-9,1
5384,1-00-096050-1,4
5385,1-4467-6096-0,3
5385,1-83164-707-9,4
5386,0-469-21982-3,2
5386,1-59126-379-4,1
5386,0-596-89331-0,1
5386,1-60642-190-5,3
5386,1-00-166641-0,4
5386,1-04-310548-4,4
5386,0-351-94756-6,1
5387,0-87173-237-8,2
5387,1-4257-3976-8,3
5387,1-933260-00-9,3
5388,1-158-30233-9,4
5388,1-5339-0165-1,1
5388,1-4083-0399-X,3
5388,0-577-58554-1,3
5388,0-88310-438-5,4
5388,0-8007-9637-3,3
5388,0-596-89331-0,1
5389,1-67777-184-4,3
5389,0-493-95641-7,1
5389,1-4407-1966-7,3
5389,0-8189-0617-0,2
5389,0-365-25576-9,3
5389,1-207-93326-0,2
5389,0-311-52527-X,1
5389,0-02-380423-8,3
5390,0-88310-438-5,4
5390,1-107-39856-8,3
5390,1-320-98453-3,2
5390,1-84426-958-2,4
5390,0-289-91901-0,1
5390,0-87173-237-8,3
5390,1-208-92581-4,4
5390,1-4257-3976-8,2
5391,1-00-166641-0,4
5391,1-354-00803-0,1
5391,0-688-92085-3,3
5391,0-682-99878-8,4
5391,0-476-73108-9,3
5391,1-4476-3417-9,4
5391,1-4457-9816-6,3
5391,1-04-310548-4,3
5391,0-88310-438-5,2
5392,1-4407-1966-7,2
5392,0-257-20790-2,1
5392,1-4257-3976-8,3
5392,0-8216-5501-9,1
5392,1-4457-9816-6,1
5392,0-239-93663-9,4
5392,1-67777-184-4,2
5392,0-9878492-7-1,4
5392,0-05-597353-1,2
5393,0-16-871315-2,1
5393,1-65593-056-7,1
5393,0-458-05510-7,2
5393,1-75223-297-6,3
5393,1-66068-167-7,2
5393,1-56486-493-6,2
5393,0-12-286448-4,1
5393,1-208-92581-4,3
5393,1-933260-00-9,2
5394,0-01-717479-1,1
5394,1-5220-1394-6,3
5394,1-4545-6428-8,2
5394,0-7631-7289-8,1
5394,1-164-11369-0,1
5394,1-75223-297-6,4
5394,0-667-81667-4,2
5394,1-884638-12-0,2
5395,1-354-00803-0,2
5395,1-320-98453-3,4
5395,1-278-82083-3,4
5395,0-289-91901-0,3
5395,1-69103-395-2,4
5395,0-257-20790-2,4
5395,1-56486-493-6,1
5395,1-67777-184-4,4
5396,0-86177-963-0,4
5396,1-56486-493-6,1
5396,1-67777-184-4,4
5396,1-01-376732-2,2
5396,0-469-21982-3,4
5397,0-8007-9637-3,4
5397,1-71447-910-2,4
5397,0-493-95641-7,2
5397,0-365-25576-9,1
5397,0-86177-963-0,1
5398,0-8007-9637-3,1
5398,0-16-871315-2,1
5398,1-66068-167-7,1
5398,0-8189-0617-0,3
5398,0-7631-7289-8,3
5398,1-4476-3417-9,4
5398,0-365-25576-9,1
5398,1-65593-056-7,3
5399,1-184-45618-6,4
5399,0-469-21982-3,2
5399,0-8007-9637-3,3
5399,0-8216-5501-9,2
5399,0-365-25576-9,1
5399,0-01-717479-1,1
5399,1-320-98453-3,4
5400,0-447-44840-4,4
5400,1-320-98453-3,4
5400,0-289-91901-0,4
5400,1-4457-9816-6,4
5400,1-160-77306-8,1
5401,1-278-82083-3,1
5401,0-239-93663-9,3
5401,0-02-947686-0,2
5401,1-129-18864-7,1
5401,0-351-94756-6,3
5401,1-239-86834-0,2
5401,1-64504-451-3,2
5401,0-9878492-7-1,2
5401,0-668-16718-1,2
5402,0-7127-8604-X,3
5402,0-469-21982-3,3
5402,0-9878492-7-1,4
5402,0-942663-19-5,3
5403,1-01-376732-2,2
5403,1-5339-0165-1,3
5403,0-232-08154-9,4
5403,0-9878492-7-1,3
5403,0-239-93663-9,4
5403,1-56486-493-6,1
5403,1-4467-6096-0,3
5403,1-65593-056-7,4
5404,0-469-21982-3,3
5404,1-320-98453-3,3
5404,0-592-74293-8,2
5404,0-239-93663-9,2
5404,1-4467-6096-0,2
5405,1-69103-395-2,3
5405,0-592-74293-8,3
5405,0-458-05510-7,2
5405,0-539-97347-5,2
5406,0-383-11312-1,4
5406,0-87173-237-8,4
5407,0-447-44840-4,2
5407,0-01-717479-1,1
5408,1-66068-167-7,4
5408,0-86177-963-0,2
5408,1-237-95200-X,2
5408,1-4274-3175-2,1
5409,0-9514693-2-0,3
5409,0-12-286448-4,1
5409,0-682-99878-8,2
5409,1-965813-56-9,3
5409,0-05-597353-1,1
5410,0-05-597353-1,3
5410,1-158-30233-9,2
5410,1-4545-6428-8,3
5410,1-107-39856-8,2
5410,1-4407-1966-7,4
5410,1-4467-6096-0,3
5410,1-229-04757-3,2
5410,0-8153-0450-1,3
5411,1-229-04757-3,2
5411,1-9751-8430-0,2
5411,1-70408-579-9,3
5411,1-83164-707-9,3
5411,0-12-286448-4,4
5411,0-596-89331-0,4
5411,0-7631-7289-8,1
5412,0-458-05510-7,2
5412,1-75223-297-6,4
5412,0-257-20790-2,2
5412,0-7631-7289-8,2
5412,1-354-00803-0,4
5412,0-476-73108-9,2
5412,1-9751-8430-0,1
5412,1-222-32214-5,3
5412,0-688-92085-3,4
5413,0-88310-438-5,3
5413,1-84426-958-2,4
5413,1-70408-579-9,1
5413,1-83164-707-9,1
5413,1-5437-3256-9,3
5413,0-493-95641-7,3
5413,1-160-77306-8,3
5414,1-00-166641-0,1
5414,1-84426-958-2,1
5414,1-82092-463-7,2
5414,0-8007-9637-3,1
5414,1-56486-493-6,3
5414,1-160-77306-8,4
5414,0-447-44840-4,2
5415,0-476-73108-9,2
5415,1-01-376732-2,2
5415,1-884638-12-0,4
5415,1-4407-1966-7,2
5415,0-668-16718-1,3
5415,1-184-45618-6,3
5416,1-890677-17-5,3
5416,1-9751-8430-0,1
5417,0-493-95641-7,4
5417,1-107-39856-8,4
5417,1-160-77306-8,1
5417,1-82092-463-7,1
5417,1-118-05964-6,2
5417,0-458-05510-7,1
5417,1-66068-167-7,4
5417,0-86177-963-0,1
5418,0-12-286448-4,1
5418,1-66068-167-7,1
5419,1-4467-6096-0,2
5419,0-667-81667-4,1
5419,1-239-86834-0,4
5420,0-351-94756-6,1
5420,0-05-597353-1,1
5420,0-476-73108-9,1
5420,1-56486-493-6,3
5420,0-667-81667-4,4
5421,1-107-39856-8,1
5421,1-222-32214-5,2
5421,0-469-21982-3,4
5421,0-8189-0617-0,4
5421,1-4545-6428-8,2
5422,0-447-44840-4,1
5422,0-86177-963-0,4
5422,1-933260-00-9,2
5422,0-257-20790-2,2
5422,1-5437-3256-9,2
5423,0-592-74293-8,4
5423,0-87173-237-8,4
5424,1-59157-301-7,1
5424,0-351-94756-6,1
5424,1-222-32214-5,1
5424,1-75223-297-6,4
5424,0-688-92085-3,3
5424,1-208-92581-4,2
5424,1-4467-6096-0,4
5424,0-668-16718-1,4
5425,1-160-77306-8,3
5425,1-66068-167-7,4
5425,1-64504-451-3,4
5425,0-02-947686-0,2
5425,0-239-93663-9,1
5425,0-667-81667-4,4
5425,1-239-86834-0,4
5426,0-447-44840-4,1
5426,1-60642-190-5,1
5426,0-9878492-7-1,3
5426,1-4545-6428-8,3
5426,1-84426-958-2,3
5426,0-458-05510-7,2
5427,0-02-380423-8,2
5427,0-7631-7289-8,3
5427,1-354-00803-0,3
5428,1-01-376732-2,1
5428,0-447-44840-4,2
5428,1-67482-003-8,1
5428,0-289-91901-0,1
5428,1-4476-3417-9,1
5428,0-493-95641-7,3
5428,0-667-81667-4,3
5429,0-7141-8546-9,1
5429,0-447-44840-4,4
5429,0-14-678009-4,2
5429,1-129-18864-7,2
5429,1-207-93326-0,2
5429,1-4545-6428-8,4
5429,1-4083-0399-X,4
5430,1-67482-003-8,3
5430,1-00-096050-1,2
5431,1-04-310548-4,3
5431,1-884638-12-0,2
5431,0-539-97347-5,1
5431,1-4545-6428-8,2
5431,0-9514693-2-0,1
5431,0-02-380423-8,3
5431,1-67482-003-8,1
5431,1-83164-707-9,1
5432,0-05-597353-1,2
5432,1-70408-579-9,1
5432,1-4083-0399-X,2
5433,0-8007-9637-3,1
5433,1-60642-190-5,4
5434,0-86177-963-0,3
5434,1-229-04757-3,4
5434,1-354-00803-0,2
5434,0-18-258946-3,4
5435,1-227-05897-7,2
5435,0-8007-9637-3,4
5435,1-239-86834-0,2
5435,1-164-11369-0,2
5435,1-69103-395-2,3
5436,0-257-20790-2,1
5436,0-667-81667-4,1
5436,1-9751-8430-0,4
5436,0-02-380423-8,2
5437,0-18-258946-3,1
5437,0-239-93663-9,4
5437,1-9751-8430-0,3
5437,0-02-380423-8,3
5437,1-107-39856-8,1
5437,0-232-08154-9,1
5437,0-86177-963-0,4
5437,1-158-30233-9,4
5438,0-942663-19-5,2
5438,1-5339-0165-1,2
5438,1-160-77306-8,1
5439,1-67777-184-4,1
5439,0-592-74293-8,3
5439,0-667-81667-4,3
5439,1-354-00803-0,2
5439,1-84426-958-2,2
5440,1-00-166641-0,3
5440,1-75223-297-6,2
5440,1-239-86834-0,4
5440,0-87173-237-8,2
5440,0-02-947686-0,3
5440,1-965813-56-9,3
5441,1-164-11369-0,4
5441,0-239-93663-9,4
5441,1-4545-6428-8,4
5441,0-9514693-2-0,2
5441,0-05-597353-1,2
5441,1-59126-379-4,4
5441,1-01-376732-2,4
5441,0-539-97347-5,3
5442,1-00-096050-1,1
5442,1-67482-003-8,2
5442,1-208-92581-4,3
5442,0-12-286448-4,4
5442,0-9514693-2-0,2
5442,1-82092-463-7,2
5442,0-351-94756-6,2
5443,0-01-717479-1,1
5443,1-107-39856-8,4
5443,1-207-93326-0,2
5443,0-14-678009-4,3
5443,1-965813-56-9,2
5443,1-00-096050-1,3
5443,1-5220-1394-6,3
5444,0-311-52527-X,4
5444,1-60642-190-5,3
5445,1-00-096050-1,3
5445,0-257-20790-2,4
5445,1-82092-463-7,2
5445,1-160-77306-8,3
5445,0-469-21982-3,4
5445,1-208-92581-4,4
5445,0-02-947686-0,2
5445,1-4407-1966-7,1
5446,0-8153-0450-1,3
5446,1-222-32214-5,1
5446,0-302-41872-5,3
5447,1-933260-00-9,1
5447,0-14-678009-4,3
5447,1-4257-3976-8,3
5447,1-5437-3256-9,4
5447,1-67482-003-8,1
5448,0-8189-0617-0,2
5448,0-12-286448-4,3
5448,1-4274-3175-2,3
5448,1-00-166641-0,3
5448,0-577-58554-1,2
5448,1-229-04757-3,3
5448,1-933260-00-9,4
5449,0-476-73108-9,3
5449,0-668-16718-1,4
5449,1-890677-17-5,3
5449,0-257-20790-2,1
5449,1-129-18864-7,3
5449,0-06-087973-4,1
5450,1-9751-8430-0,4
5450,0-383-11312-1,2
5450,1-00-166641-0,3
5450,1-884638-12-0,3
5450,1-04-310548-4,3
5450,1-278-82083-3,4
5450,1-4476-3417-9,1
5451,0-16-871315-2,2
5451,0-86177-963-0,2
5451,0-12-286448-4,2
5451,0-257-20790-2,1
5451,1-158-30233-9,1
5451,0-06-087973-4,3
5452,1-4476-3417-9,1
5452,0-12-286448-4,1
5452,0-351-94756-6,2
5452,0-02-380423-8,4
5453,1-4274-3175-2,3
5453,1-75223-297-6,4
5454,0-257-20790-2,2
5454,1-82092-463-7,4
5454,0-539-97347-5,1
5454,0-86177-963-0,2
5454,1-890677-17-5,4
5454,0-383-11312-1,2
5455,1-70408-579-9,1
5455,1-75223-297-6,2
5455,1-164-11369-0,1
5455,0-577-58554-1,1
5455,1-4545-6428-8,3
5456,0-311-52527-X,4
5456,1-67482-003-8,4
5456,0-02-947686-0,1
5456,1-83164-707-9,4
5456,1-60642-190-5,2
5457,1-320-98453-3,3
5457,1-4257-3976-8,4
5457,0-365-25576-9,1
5457,1-83164-707-9,2
5457,0-05-597353-1,4
5458,0-257-20790-2,1
5458,0-942663-19-5,4
5458,0-86177-963-0,1
5458,0-14-678009-4,1
5458,1-9751-8430-0,4
5458,1-69103-395-2,4
5458,1-890677-17-5,1
5459,0-596-89331-0,4
5459,0-289-91901-0,4
5459,1-59157-301-7,1
5459,1-207-93326-0,1
5459,1-229-04757-3,4
5460,1-222-32214-5,3
5460,0-311-52527-X,4
5460,0-8189-0617-0,2
5460,1-5220-1394-6,4
5460,0-257-20790-2,4
5460,1-107-39856-8,2
5460,0-447-44840-4,4
5460,1-4467-6096-0,2
5460,0-577-58554-1,4
5461,1-60642-190-5,3
5461,0-8216-5501-9,4
5461,1-71447-910-2,2
5461,0-12-286448-4,3
5461,0-8007-9637-3,4
5462,1-59157-301-7,4
5462,1-118-05964-6,1
5462,1-59126-379-4,2
5462,0-668-16718-1,3
5463,1-00-166641-0,1
5463,0-447-44840-4,4
5463,0-458-05510-7,2
5463,0-12-286448-4,2
5463,1-64504-451-3,3
5463,0-8189-0617-0,3
5463,0-7631-7289-8,2
5463,1-60642-190-5,1
5463,0-06-087973-4,1
5464,1-239-86834-0,2
5464,1-60642-190-5,1
5464,0-9514693-2-0,1
5464,1-67482-003-8,4
5464,0-493-95641-7,3
5464,0-489-42461-9,2
5464,0-447-44840-4,1
5465,0-577-58554-1,1
5465,1-129-18864-7,1
5465,0-592-74293-8,1
5465,1-278-82083-3,2
5465,0-688-92085-3,1
5465,0-232-08154-9,2
5466,1-4494-5955-2,1
5466,0-02-947686-0,3
5466,1-164-11369-0,4
5466,0-257-20790-2,4
5466,1-229-04757-3,4
5466,0-592-74293-8,3
5467,1-4083-0399-X,4
5467,0-257-20790-2,3
5468,0-577-58554-1,4
5468,0-8153-0450-1,4
5468,0-05-597353-1,3
5468,1-5339-0165-1,1
5468,1-84426-958-2,4
5468,1-4545-6428-8,3
5468,0-87173-237-8,1
5468,1-00-166641-0,4
5469,0-476-73108-9,1
5469,0-06-087973-4,2
5470,0-02-380423-8,1
5470,0-18-258946-3,4
5471,1-01-376732-2,4
5471,1-59157-301-7,3
5471,1-222-32214-5,2
5471,0-9878492-7-1,2
5471,0-05-597353-1,4
5471,1-354-00803-0,2
5472,0-667-81667-4,4
5472,1-4494-5955-2,4
5472,1-83164-707-9,1
5473,1-5339-0165-1,3
5473,0-257-20790-2,2
5473,1-278-82083-3,1
5473,1-69103-395-2,1
5473,0-469-21982-3,4
5473,1-239-86834-0,2
5473,1-227-05897-7,4
5473,1-75223-297-6,2
5474,1-229-04757-3,1
5474,1-5437-3256-9,4
5474,1-118-05964-6,3
5474,1-320-98453-3,2
5474,0-592-74293-8,1
5474,0-88310-438-5,1
5474,1-71447-910-2,3
5474,1-65593-056-7,2
5474,0-311-52527-X,1
5475,1-118-05964-6,3
5475,1-67777-184-4,4
5476,1-4467-6096-0,3
5476,1-965813-56-9,4
5476,0-682-99878-8,4
5477,0-668-16718-1,4
5477,0-9878492-7-1,2
5478,1-4257-3976-8,4
5478,1-64504-451-3,3
5478,1-158-30233-9,3
5478,0-86177-963-0,4
5478,0-06-087973-4,1
5478,0-01-717479-1,3
5478,1-129-18864-7,4
5479,1-129-18864-7,3
5479,1-933260-00-9,3
5479,0-14-678009-4,1
5479,0-02-380423-8,2
5479,1-67777-184-4,1
5479,0-458-05510-7,3
5480,0-493-95641-7,2
5480,0-18-258946-3,2
5481,1-239-86834-0,1
5481,0-232-08154-9,3
5482,1-229-04757-3,1
5482,1-965813-56-9,1
5482,1-237-95200-X,4
5483,0-596-89331-0,2
5483,1-118-05964-6,3
5483,1-4494-5955-2,1
5483,1-83164-707-9,2
5483,0-311-52527-X,3
5483,0-87173-237-8,3
5483,0-365-25576-9,3
5483,1-75223-297-6,2
5483,0-02-380423-8,3
5484,1-4476-3417-9,4
5484,0-18-258946-3,3
5484,1-4467-6096-0,1
5484,0-351-94756-6,2
5484,0-12-286448-4,4
5484,0-8153-0450-1,4
5485,0-12-286448-4,2
5485,1-59157-301-7,2
5485,1-4457-9816-6,3
5485,1-129-18864-7,2
5485,1-118-05964-6,4
5485,1-222-32214-5,3
5485,0-9878492-7-1,3
5485,1-4476-3417-9,1
5486,0-248-44413-1,2
5486,0-7127-8604-X,4
5487,1-01-376732-2,2
5487,1-67482-003-8,3
5487,1-354-00803-0,3
5487,1-60642-190-5,3
5488,0-257-20790-2,4
5488,0-351-94756-6,3
5489,0-539-97347-5,3
5489,0-8216-5501-9,4
5489,1-207-93326-0,1
5489,1-227-05897-7,4
5489,0-86177-963-0,2
5489,1-4257-3976-8,3
5489,1-237-95200-X,4
5490,0-05-597353-1,1
5490,0-596-89331-0,2
5491,1-70408-579-9,1
5491,1-884638-12-0,3
5491,1-118-05964-6,2
5492,0-86177-963-0,2
5492,0-476-73108-9,2
5492,0-8007-9637-3,3
5492,1-160-77306-8,3
5492,1-69103-395-2,3
5493,1-158-30233-9,3
5493,1-4083-0399-X,2
5493,1-82092-463-7,4
5493,0-87173-237-8,1
5493,1-227-05897-7,4
5493,0-365-25576-9,4
5493,0-9514693-2-0,4
5494,1-4457-9816-6,4
5494,0-88310-438-5,1
5494,1-59126-379-4,4
5494,0-351-94756-6,4
5494,1-4257-3976-8,4
5494,0-257-20790-2,1
5494,1-82092-463-7,1
5494,0-489-42461-9,2
5495,0-9878492-7-1,2
5495,0-88310-438-5,3
5495,1-5220-1394-6,3
5495,0-688-92085-3,4
5496,1-5339-0165-1,2
5496,1-66068-167-7,1
5496,0-01-717479-1,4
5496,0-232-08154-9,3
5496,0-942663-19-5,2
5496,1-56486-493-6,2
5497,1-00-166641-0,1
5497,1-67777-184-4,4
5497,0-383-11312-1,2
5497,1-4083-0399-X,3
5497,0-8007-9637-3,1
5497,0-9878492-7-1,4
5497,0-18-258946-3,1
5497,0-8153-0450-1,3
5498,1-59157-301-7,2
5498,0-06-087973-4,2
5498,1-4083-0399-X,4
5498,1-965813-56-9,2
5498,1-184-45618-6,2
5498,1-75223-297-6,3
5499,1-158-30233-9,4
5499,1-4407-1966-7,1
5499,0-8189-0617-0,2
5499,0-9514693-2-0,3
5499,1-890677-17-5,1
5500,0-9878492-7-1,2
5500,1-158-30233-9,3
5500,0-88310-438-5,3
5500,0-7127-8604-X,3
5500,0-232-08154-9,4
5500,0-365-25576-9,2
5500,1-60642-190-5,1
5500,0-489-42461-9,2
5501,1-65593-056-7,1
5501,0-365-25576-9,2
5501,1-5339-0165-1,1
5501,1-00-096050-1,2
5502,0-257-20790-2,3
5502,1-229-04757-3,1
5502,1-84426-958-2,3
5502,1-5220-1394-6,1
5503,0-383-11312-1,3
5503,0-87173-237-8,1
5503,1-84426-958-2,4
5503,1-118-05964-6,2
5503,1-933260-00-9,4
5504,0-14-678009-4,2
5504,0-12-286448-4,3
5505,1-227-05897-7,1
5505,1-354-00803-0,3
5505,0-351-94756-6,2
5505,0-493-95641-7,2
5506,1-129-18864-7,4
5506,0-469-21982-3,4
5506,0-667-81667-4,1
5506,1-884638-12-0,1
5506,0-16-871315-2,4
5506,0-12-286448-4,1
5506,0-248-44413-1,2
5506,0-577-58554-1,4
5507,1-67482-003-8,1
5507,0-9514693-2-0,1
5507,1-84426-958-2,3
5507,1-278-82083-3,2
5507,0-05-597353-1,2
5507,0-9878492-7-1,3
5507,1-890677-17-5,4
5507,0-311-52527-X,4
5507,0-8153-0450-1,4
5508,1-64504-451-3,1
5508,1-01-376732-2,3
5508,1-933260-00-9,1
5509,0-493-95641-7,4
5509,1-04-310548-4,4
5509,1-158-30233-9,3
5510,0-577-58554-1,2
5510,1-222-32214-5,1
5510,0-493-95641-7,3
5511,1-04-310548-4,1
5511,1-83164-707-9,3
5511,1-5437-3256-9,3
5511,1-4494-5955-2,4
5511,0-493-95641-7,2
5512,1-237-95200-X,4
5512,1-184-45618-6,4
5512,0-365-25576-9,1
5512,0-9878492-7-1,2
5512,1-107-39856-8,4
5512,1-4407-1966-7,2
5512,1-4257-3976-8,3
5513,0-02-947686-0,4
5513,0-16-871315-2,1
5513,0-596-89331-0,4
5513,1-129-18864-7,4
5514,0-302-41872-5,3
5514,1-278-82083-3,3
5514,1-04-310548-4,2
5514,0-02-947686-0,4
5514,1-239-86834-0,4
5514,1-69103-395-2,4
5514,1-160-77306-8,3
5514,1-4274-3175-2,2
5514,1-5437-3256-9,1
5515,0-18-258946-3,1
5515,0-01-717479-1,4
5515,1-83164-707-9,3
5515,1-158-30233-9,1
5515,0-596-89331-0,1
5515,1-4494-5955-2,1
5515,0-577-58554-1,3
5516,1-75223-297-6,4
5516,1-354-00803-0,3
5517,0-365-25576-9,1
5517,0-06-087973-4,1
5517,0-232-08154-9,4
5517,1-4467-6096-0,3
5517,1-4257-3976-8,2
5517,1-129-18864-7,1
5517,0-9514693-2-0,4
5517,1-66068-167-7,4
5517,1-354-00803-0,2
5518,0-682-99878-8,1
5518,1-9751-8430-0,2
5518,1-320-98453-3,3
5518,0-539-97347-5,1
5518,0-9514693-2-0,2
5518,1-222-32214-5,2
5519,1-229-04757-3,1
5519,0-87173-237-8,2
5520,0-8007-9637-3,4
5520,1-933260-00-9,1
5520,0-458-05510-7,3
5520,0-688-92085-3,2
5520,1-01-376732-2,3
5520,0-447-44840-4,4
5520,1-222-32214-5,1
5521,1-00-166641-0,3
5521,1-82092-463-7,3
5522,0-8007-9637-3,2
5522,1-965813-56-9,3
5522,0-87173-237-8,3
5522,1-4083-0399-X,1
5522,1-933260-00-9,1
5522,1-00-096050-1,1
5522,0-9878492-7-1,4
5523,1-82092-463-7,1
5523,1-239-86834-0,2
5523,0-248-44413-1,4
5523,1-208-92581-4,3
5523,0-02-947686-0,4
5523,0-257-20790-2,4
5523,0-289-91901-0,4
5524,1-69103-395-2,2
5524,0-311-52527-X,3
5524,0-8153-0450-1,3
5524,1-237-95200-X,3
5524,1-227-05897-7,2
5524,1-56486-493-6,3
5524,1-158-30233-9,3
5524,1-207-93326-0,4
5525,0-365-25576-9,3
5525,0-577-58554-1,2
5525,1-237-95200-X,2
5525,0-682-99878-8,1
5525,1-67482-003-8,2
5525,0-8216-5501-9,4
5525,1-66068-167-7,2
5526,1-164-11369-0,3
5526,0-02-947686-0,4
5526,0-539-97347-5,3
5526,1-64504-451-3,4
5526,1-4457-9816-6,4
5526,1-354-00803-0,3
5526,0-239-93663-9,4
5526,1-83164-707-9,2
5527,0-86177-963-0,4
5527,0-8153-0450-1,3
5527,1-64504-451-3,2
5527,1-69103-395-2,3
5527,1-71447-910-2,4
5527,1-4457-9816-6,1
5528,0-248-44413-1,4
5528,1-158-30233-9,1
5528,0-88310-438-5,4
5528,0-9878492-7-1,1
5528,0-7141-8546-9,3
5529,0-365-25576-9,1
5529,0-18-258946-3,2
5529,0-493-95641-7,2
5529,0-458-05510-7,4
5530,0-667-81667-4,1
5530,1-237-95200-X,4
5530,1-227-05897-7,1
5530,0-86177-963-0,1
5530,0-668-16718-1,1
5530,0-383-11312-1,4
5530,0-257-20790-2,1
5531,0-8007-9637-3,2
5531,0-942663-19-5,2
5531,1-933260-00-9,1
5531,0-489-42461-9,3
5531,1-75223-297-6,3
5531,0-7631-7289-8,3
5531,0-667-81667-4,3
5531,0-668-16718-1,3
5532,0-8153-0450-1,2
5532,0-7631-7289-8,2
5532,0-248-44413-1,3
5532,0-365-25576-9,2
5532,0-9514693-2-0,2
5532,1-4083-0399-X,4
5532,0-302-41872-5,3
