inv_id,acct_id,inv_total,inv_items,acct_age,num_inv_120d,cum_tot_inv_acct,is_late
5113,101,35093.31,3,1387,18,35,0
5114,101,96259.24,13,1316,14,22,0
5115,101,72566.32,8,1173,5,6,0
5116,101,66078.84,7,1485,21,49,0
5117,101,145028.46,12,1380,15,32,0
5118,101,169471.22,14,1408,17,37,0
5119,101,217094.25,24,1394,18,36,0
5120,101,83344.86,5,1251,14,15,0
5121,101,38125.61,10,1382,16,33,0
5122,101,60737.67,6,1256,15,16,0
5123,101,226994.19,24,1439,16,39,0
5124,101,126437.1,20,1250,13,14,0
5125,101,15250.66,5,1477,20,47,0
5126,101,118607.47,11,1229,9,10,0
5127,101,76989.68,14,1137,1,3,0
5128,101,188601.19,26,1479,21,48,0
5129,101,88826.29,15,1458,16,42,0
5130,101,166779.37,16,1225,8,9,0
5131,101,200137.44,18,1475,19,46,0
5132,101,234738.04,21,1491,22,50,0
5133,101,84492.84,8,1321,15,23,0
5134,101,54384.0,8,1375,13,30,0
5135,102,212328.91,23,872,35,76,0
5136,102,246918.49,18,792,32,53,0
5137,102,136914.9,16,848,32,67,0
5138,102,170637.97,10,880,33,77,0
5139,102,99536.48,12,855,32,70,0
5140,102,109791.82,13,816,32,57,0
5141,102,25859.85,12,604,4,5,0
5142,102,177598.48,18,614,6,7,0
5143,102,85848.89,13,709,27,28,0
5144,102,129647.4,13,895,30,79,0
5145,102,147449.29,14,863,33,72,0
5146,102,33824.7,3,725,26,32,0
5147,102,79256.18,7,944,22,84,0
5148,102,153746.13,19,944,22,85,0
5149,102,136987.33,14,768,33,47,0
5150,102,255281.72,21,714,29,30,0
5151,102,110666.53,11,778,36,51,0
5152,102,13100.34,6,670,19,20,0
5153,102,109087.64,12,752,28,41,0
5154,102,39112.02,9,739,28,38,0
5155,102,288833.96,18,726,27,33,0
5156,102,153768.74,16,860,32,71,0
5157,102,171283.08,21,841,35,66,0
5158,102,115317.96,11,599,0,1,0
5159,102,109059.78,18,599,0,2,0
5160,102,202326.85,13,748,27,40,0
5161,102,196966.03,14,851,31,68,0
5162,102,63096.65,4,664,15,16,0
5163,102,208735.44,21,777,35,50,0
5164,102,118594.82,11,655,13,14,0
5165,102,400163.59,22,697,24,25,0
5166,102,141265.82,16,669,17,18,0
5167,102,293634.91,24,677,21,22,0
5168,102,143617.95,16,893,30,78,0
5169,102,404077.68,27,763,31,45,0
5170,102,119826.91,18,761,30,44,0
5171,102,130570.88,16,935,25,82,0
5172,102,217831.03,25,615,7,8,0
5173,102,112239.73,14,600,2,3,0
5174,102,26495.38,7,804,30,54,0
5175,102,341538.44,22,698,25,26,0
5176,102,73640.78,14,909,28,80,0
5177,102,179070.25,16,854,32,69,0
5178,102,68874.26,4,866,35,75,0
5179,102,119862.15,13,734,30,37,0
5180,102,293073.41,25,774,34,48,0
5181,102,281862.87,17,863,33,73,0
5182,102,215109.48,22,722,27,31,0
5183,102,80614.44,13,948,24,86,0
5184,102,14990.96,5,603,3,4,0
5185,102,81223.67,9,828,34,62,0
5186,102,254769.44,22,962,20,87,0
5187,102,36943.49,3,767,32,46,0
5188,102,134503.38,14,666,16,17,0
5189,102,231980.33,29,810,30,55,0
5190,102,155368.43,19,712,28,29,0
5191,102,86753.58,10,669,17,19,0
5192,102,220616.89,17,726,27,34,0
5193,102,115382.85,12,683,22,23,0
5194,102,179034.24,18,617,8,9,0
5195,102,213520.4,19,790,32,52,0
5196,102,82080.92,12,674,20,21,0
5197,102,45679.48,9,698,25,27,0
5198,102,271372.97,27,920,27,81,0
5199,102,252515.08,19,865,35,74,0
5200,102,48750.56,6,817,33,58,0
5201,102,3979.95,4,835,33,64,0
5202,102,144402.52,13,754,29,42,0
5203,102,131520.61,24,620,9,10,0
5204,102,124770.35,17,661,14,15,0
5205,102,71674.03,10,941,23,83,0
5206,102,173846.2,19,627,11,12,0
5207,102,286534.62,27,822,32,60,0
5208,102,293009.13,18,634,12,13,0
5209,102,185689.84,13,730,29,36,0
5210,102,128580.3,14,817,33,59,0
5211,102,157185.5,11,625,10,11,0
5212,102,101009.34,10,754,29,43,0
5213,102,166716.1,16,729,28,35,0
5214,102,226592.97,27,685,23,24,0
5215,102,210380.6,14,823,33,61,0
5216,102,128032.5,21,838,34,65,0
5217,102,76098.46,7,775,35,49,0
5218,102,216756.63,14,745,28,39,0
5219,102,179782.68,17,608,5,6,0
5220,102,333641.2,23,811,31,56,0
5221,102,179542.09,17,834,33,63,0
5222,103,110094.06,12,1460,16,19,0
5223,103,175283.08,18,1640,16,47,0
5224,103,217027.44,16,1565,21,38,1
5225,103,48576.53,3,1517,21,29,0
5226,103,247351.21,24,1517,21,30,0
5227,103,213633.47,21,1555,23,37,0
5228,103,101196.71,10,1486,16,24,0
5229,103,61872.56,12,1521,22,31,0
5230,103,85138.35,14,1496,18,26,0
5231,103,42247.81,7,1577,22,40,0
5232,103,143639.43,20,1537,23,34,0
5233,103,85956.94,9,1459,15,18,0
5234,103,294955.06,20,1352,3,4,1
5235,103,233607.77,19,1521,22,32,0
5236,103,96146.64,7,1433,11,12,0
5237,103,124225.36,10,1465,17,21,1
5238,103,254462.24,22,1630,16,45,1
5239,103,152304.07,20,1359,5,6,1
5240,103,119100.24,11,1413,9,10,0
5241,103,257194.05,18,1433,11,13,1
5242,103,149284.7,16,1667,17,52,0
5243,103,80668.62,8,1507,20,28,0
5244,103,107424.21,8,1427,10,11,0
5245,103,253337.15,22,1631,17,46,0
5246,103,82362.18,9,1576,21,39,0
5247,103,28887.94,6,1342,2,3,0
5248,103,83535.62,23,1640,16,48,1
5249,103,204568.03,18,1397,7,8,1
5250,103,134894.82,21,1355,4,5,1
5251,103,60033.04,6,1460,16,20,0
5252,103,218741.09,19,1497,19,27,0
5253,103,25513.48,12,1438,14,16,0
5254,103,192430.54,19,1479,17,23,0
5255,103,267080.45,24,1455,14,17,1
5256,103,18956.23,7,1403,8,9,0
5257,103,97585.44,14,1526,23,33,0
5258,103,185526.83,16,1494,17,25,0
5259,103,96821.32,14,1608,19,44,0
5260,103,69756.96,10,1660,16,51,0
5261,103,171605.95,18,1551,23,35,0
5262,103,149724.31,18,1601,18,42,1
5263,103,109904.8,10,1554,22,36,0
5264,103,132668.03,19,1315,0,1,0
5265,103,131107.47,18,1323,1,2,1
5266,103,102837.18,12,1604,19,43,1
5267,103,225545.87,17,1470,18,22,0
5268,103,103777.46,12,1600,17,41,0
5269,103,217529.07,19,1436,12,14,0
5270,103,152592.46,12,1657,16,50,0
5271,103,97466.86,17,1362,6,7,1
5272,103,70226.52,6,1650,15,49,0
5273,103,16868.16,3,1437,13,15,0
5274,104,87258.44,10,1430,30,33,0
5275,104,215213.23,27,1598,24,68,0
5276,104,277799.88,20,1396,18,19,0
5277,104,88217.02,8,1594,22,66,0
5278,104,327700.5,24,1418,26,27,0
5279,104,40626.78,6,1620,21,70,0
5280,104,137773.21,17,1318,3,4,0
5281,104,152479.67,18,1639,20,75,0
5282,104,191651.95,19,1426,29,30,0
5283,104,197993.47,13,1580,23,64,0
5284,104,192348.19,27,1624,22,72,0
5285,104,47772.68,8,1349,9,10,0
5286,104,177254.27,14,1462,33,41,0
5287,104,86494.9,12,1330,5,6,0
5288,104,306438.27,24,1393,17,18,0
5289,104,90522.2,8,1324,4,5,0
5290,104,87600.79,15,1551,27,61,0
5291,104,165334.78,24,1454,30,38,0
5292,104,314386.61,27,1528,33,55,0
5293,104,88545.46,15,1536,31,56,0
5294,104,119377.41,17,1434,31,34,0
5295,104,335256.19,25,1317,2,3,0
5296,104,31122.82,6,1408,21,22,0
5297,104,225452.77,16,1482,34,45,0
5298,104,195072.69,15,1633,21,74,0
5299,104,86328.34,9,1517,34,54,0
5300,104,104599.1,16,1632,20,73,0
5301,104,80014.06,21,1438,31,35,0
5302,104,440509.36,24,1307,0,1,0
5303,104,315919.5,24,1536,31,57,0
5304,104,113963.05,15,1457,31,39,0
5305,104,19011.26,6,1639,20,76,0
5306,104,136321.17,12,1486,35,46,0
5307,104,152946.63,22,1398,19,20,0
5308,104,126108.45,10,1584,22,65,0
5309,104,75138.05,5,1568,26,62,0
5310,104,19913.32,2,1506,34,50,0
5311,104,157832.2,20,1614,22,69,0
5312,104,231576.03,18,1404,20,21,0
5313,104,173622.32,23,1387,15,16,0
5314,104,40006.37,4,1389,16,17,0
5315,104,192150.47,19,1462,33,42,0
5316,104,206461.5,13,1507,35,51,0
5317,104,167353.27,20,1596,23,67,0
5318,104,30694.32,4,1508,35,52,0
5319,104,175291.43,20,1450,30,36,0
5320,104,129252.76,13,1502,34,49,0
5321,104,50102.53,5,1419,27,28,0
5322,104,67706.17,4,1622,22,71,0
5323,104,146951.62,13,1416,24,25,0
5324,104,166679.49,10,1368,12,13,0
5325,104,91553.07,9,1385,14,15,0
5326,104,167265.14,10,1308,1,2,0
5327,104,144023.67,17,1497,34,48,0
5328,104,252011.79,18,1333,6,7,0
5329,104,167565.99,21,1424,28,29,0
5330,104,225783.27,16,1645,22,77,0
5331,104,314214.32,25,1458,32,40,0
5332,104,252077.65,22,1540,30,59,0
5333,104,111938.23,21,1543,31,60,0
5334,104,218852.68,25,1426,29,31,0
5335,104,95488.9,15,1471,32,43,0
5336,104,125537.52,17,1496,33,47,0
5337,104,147906.85,16,1664,17,78,0
5338,104,79398.65,8,1412,22,23,0
5339,104,188987.99,12,1342,7,8,0
5340,104,199795.81,20,1570,27,63,0
5341,104,21335.3,5,1515,34,53,0
5342,104,47368.4,5,1451,30,37,0
5343,104,201344.39,16,1480,33,44,0
5344,104,122685.75,17,1366,10,11,0
5345,104,64868.21,11,1346,8,9,0
5346,104,157056.38,10,1539,30,58,0
5347,104,336446.79,26,1366,10,12,0
5348,104,232841.16,19,1426,29,32,0
5349,104,118598.22,20,1379,13,14,0
5350,104,308725.59,16,1417,25,26,0
5351,104,102223.79,20,1412,22,24,0
5352,105,91421.1,14,612,15,16,0
5353,105,170093.72,18,625,20,21,1
5354,105,249982.43,21,715,24,36,1
5355,105,45588.46,6,590,9,10,0
5356,105,193487.76,23,690,24,28,1
5357,105,73626.59,15,623,19,20,0
5358,105,268091.91,22,632,22,23,1
5359,105,209309.35,12,778,16,42,1
5360,105,172345.62,12,716,25,37,0
5361,105,110659.22,16,574,5,6,1
5362,105,326794.02,22,716,25,38,0
5363,105,222591.51,13,700,24,33,0
5364,105,22884.31,6,832,13,49,0
5365,105,147897.04,19,749,17,40,0
5366,105,27601.52,7,577,6,7,0
5367,105,60041.21,8,787,19,45,0
5368,105,139718.55,15,605,12,13,1
5369,105,113082.25,11,580,8,9,1
5370,105,68235.02,6,869,14,54,0
5371,105,157373.54,11,802,19,47,1
5372,105,146775.44,12,677,24,27,0
5373,105,258484.96,17,593,10,11,0
5374,105,97615.27,9,651,24,25,0
5375,105,81760.83,7,558,2,3,0
5376,105,170815.63,25,626,21,22,1
5377,105,154694.19,17,840,11,51,1
5378,105,147330.52,8,696,23,30,0
5379,105,327242.04,23,766,16,41,1
5380,105,138844.41,20,553,1,2,1
5381,105,266191.41,19,831,13,48,1
5382,105,162501.08,11,577,6,8,0
5383,105,223202.52,16,573,4,5,0
5384,105,83282.55,8,841,12,52,0
5385,105,147488.08,7,690,24,29,0
5386,105,81206.23,16,837,11,50,0
5387,105,76376.63,8,570,3,4,0
5388,105,115953.7,19,711,24,35,1
5389,105,105474.55,18,851,13,53,1
5390,105,254985.04,23,719,27,39,1
5391,105,146260.97,27,786,18,44,1
5392,105,127479.09,20,540,0,1,1
5393,105,231281.34,17,620,18,19,1
5394,105,250820.61,16,614,16,17,1
5395,105,326471.6,26,875,14,55,1
5396,105,141158.0,15,703,24,34,0
5397,105,139117.66,12,642,23,24,1
5398,105,139764.11,17,780,17,43,1
5399,105,190102.89,17,801,18,46,0
5400,105,123114.86,17,601,11,12,0
5401,105,173862.71,18,618,17,18,1
5402,105,88222.92,13,607,13,14,0
5403,105,241677.57,24,667,24,26,1
5404,105,123128.31,12,607,13,15,0
5405,105,129185.53,10,698,23,32,0
5406,105,77452.72,8,696,23,31,0
5407,105,7644.63,3,877,15,56,0
5408,106,130276.13,9,1488,13,14,0
5409,106,93658.49,10,1691,12,38,0
5410,106,244772.32,22,1397,3,4,1
5411,106,276021.21,19,1380,2,3,1
5412,106,346121.14,24,1530,13,19,1
5413,106,213807.89,18,1519,12,17,0
5414,106,129954.6,14,1620,16,33,1
5415,106,176989.92,16,1690,11,37,0
5416,106,52156.58,4,1497,13,16,0
5417,106,232482.82,18,1542,14,22,1
5418,106,18622.62,2,1538,14,20,0
5419,106,143416.4,7,1425,7,8,0
5420,106,102868.67,10,1540,13,21,0
5421,106,73593.19,13,1569,14,25,0
5422,106,182260.08,11,1418,5,6,0
5423,106,130024.72,8,1629,18,35,0
5424,106,342214.75,20,1720,12,43,1
5425,106,259912.36,22,1597,18,30,0
5426,106,136469.72,13,1577,15,27,1
5427,106,73579.97,8,1642,18,36,0
5428,106,88507.74,12,1561,12,23,0
5429,106,104320.24,19,1434,9,10,0
5430,106,69572.07,5,1369,0,1,0
5431,106,118982.57,14,1454,10,11,0
5432,106,32620.63,5,1623,17,34,0
5433,106,44580.78,5,1427,8,9,0
5434,106,161852.06,13,1563,13,24,0
5435,106,135854.86,13,1618,15,32,0
5436,106,36022.05,8,1376,1,2,0
5437,106,169673.53,21,1707,14,42,1
5438,106,78792.34,5,1600,18,31,0
5439,106,104539.31,11,1494,13,15,0
5440,106,256473.73,17,1571,15,26,0
5441,106,243111.91,27,1706,13,41,1
5442,106,131797.03,16,1418,5,7,1
5443,106,190996.29,18,1697,13,40,1
5444,106,70485.03,7,1478,11,12,0
5445,106,177561.53,23,1694,12,39,0
5446,106,59900.9,7,1399,4,5,0
5447,106,97543.09,12,1591,17,29,0
5448,106,191430.81,20,1590,16,28,0
5449,106,182490.32,15,1485,12,13,0
5450,106,103369.38,20,1529,12,18,0
5451,107,170606.3,11,1114,0,1,1
5452,107,27592.12,8,1359,2,7,0
5453,107,160551.57,7,1221,2,3,0
5454,107,173165.85,15,1349,2,6,1
5455,107,146292.0,8,1387,3,8,0
5456,107,241494.29,15,1296,2,5,0
5457,107,117727.63,14,1122,1,2,0
5458,107,159234.4,16,1234,3,4,0
5459,108,184365.89,14,982,13,19,1
5460,108,305111.68,29,789,1,2,1
5461,108,147535.62,16,928,10,14,1
5462,108,77918.66,10,911,9,12,0
5463,108,125651.2,19,1000,15,22,1
5464,108,186012.23,14,986,14,20,1
5465,108,82435.3,8,884,6,8,1
5466,108,268495.04,19,692,0,1,1
5467,108,66243.17,7,878,4,6,0
5468,108,216705.08,24,920,10,13,1
5469,108,39323.4,3,897,7,9,0
5470,108,28754.55,5,901,9,11,0
5471,108,74106.79,17,1020,13,24,1
5472,108,118001.63,9,882,5,7,1
5473,108,272732.58,19,972,12,18,1
5474,108,211275.73,18,1005,14,23,1
5475,108,54171.93,7,824,3,5,1
5476,108,123950.2,11,1020,13,25,0
5477,108,71847.44,6,898,8,10,1
5478,108,148547.14,22,969,10,16,1
5479,108,82189.86,13,812,3,4,1
5480,108,28993.66,4,929,11,15,0
5481,108,32373.92,4,996,15,21,0
5482,108,74921.91,6,970,11,17,0
5483,108,308786.16,22,804,2,3,1
5484,109,111472.62,18,1529,26,57,0
5485,109,107428.82,20,1442,24,38,0
5486,109,92466.96,6,1346,18,19,0
5487,109,112541.22,11,1497,26,49,0
5488,109,104089.9,7,1489,23,46,0
5489,109,198894.15,21,1487,22,45,0
5490,109,41893.43,3,1343,17,18,0
5491,109,54253.68,6,1355,20,21,0
5492,109,174067.78,13,1592,31,76,0
5493,109,152111.53,22,1415,20,31,0
5494,109,93411.6,21,1330,15,16,0
5495,109,161308.43,12,1529,26,58,0
5496,109,131125.4,14,1252,4,5,0
5497,109,86017.31,19,1287,7,8,0
5498,109,202245.36,15,1392,20,27,0
5499,109,65357.83,11,1493,24,47,0
5500,109,137641.69,20,1582,31,73,1
5501,109,60963.46,6,1552,27,64,0
5502,109,122071.94,8,1243,2,3,0
5503,109,142909.98,14,1431,22,35,0
5504,109,36580.73,5,1393,21,28,0
5505,109,43348.3,8,1590,31,75,0
5506,109,187999.42,21,1271,5,6,0
5507,109,260119.16,24,1511,27,53,0
5508,109,27315.06,5,1531,28,59,0
5509,109,42646.56,11,1321,12,13,0
5510,109,41516.31,6,1298,10,11,0
5511,109,172995.54,13,1528,25,56,0
5512,109,268663.86,20,1531,28,60,0
5513,109,123466.02,13,1452,23,40,0
5514,109,361909.24,26,1324,14,15,0
5515,109,148659.53,14,1435,24,37,0
5516,109,119395.08,7,1240,1,2,0
5517,109,198194.71,22,1581,29,71,0
5518,109,79122.94,11,1581,29,72,0
5519,109,48760.41,3,1562,28,66,0
5520,109,109469.28,18,1553,28,65,0
5521,109,9367.44,6,1431,22,36,0
5522,109,144367.98,15,1362,19,22,0
5523,109,297513.18,22,1385,19,25,0
5524,109,179938.16,23,1405,22,30,0
5525,109,192330.62,16,1379,18,24,0
5526,109,200094.52,27,1566,27,67,0
5527,109,244129.75,17,1338,16,17,0
5528,109,133448.76,13,1247,3,4,0
5529,109,78985.48,9,1471,24,44,0
5530,109,126826.08,13,1378,17,23,0
5531,109,254408.66,20,1578,28,70,0
5532,109,232407.2,20,1352,19,20,1
5533,109,212928.48,25,1453,24,41,0
5534,109,295898.66,21,1236,0,1,0
5535,109,244927.29,23,1462,24,42,1
5536,109,194500.0,20,1322,13,14,0
5537,109,100770.55,10,1303,11,12,0
5538,109,267051.42,27,1277,6,7,0
5539,109,176854.29,12,1502,26,51,0
5540,109,25871.68,2,1526,24,55,0
5541,109,40196.04,8,1501,25,50,0
5542,109,257144.63,19,1429,21,34,0
5543,109,61065.52,13,1567,29,69,0
5544,109,326889.55,21,1416,21,32,0
5545,109,42103.63,6,1496,25,48,0
5546,109,27635.38,3,1445,23,39,0
5547,109,188313.12,13,1566,27,68,0
5548,109,156144.74,12,1391,20,26,0
5549,109,52050.22,6,1532,30,61,0
5550,109,156402.58,14,1512,27,54,0
5551,109,252320.94,19,1599,33,78,0
5552,109,173362.7,18,1545,29,63,0
5553,109,154587.63,15,1292,9,10,0
5554,109,152207.86,21,1597,32,77,0
5555,109,321784.5,19,1291,8,9,0
5556,109,287308.73,20,1533,31,62,1
5557,109,50024.12,7,1395,22,29,0
5558,109,175319.05,15,1464,24,43,0
5559,109,254127.8,22,1507,26,52,1
5560,109,87975.63,11,1421,21,33,0
5561,109,116001.96,11,1584,31,74,1
5562,110,92447.63,21,979,10,21,0
5563,110,205385.97,18,1051,16,33,0
5564,110,270608.0,19,738,2,3,0
5565,110,74675.84,8,1035,13,29,0
5566,110,211043.52,24,926,9,16,0
5567,110,199972.01,14,894,8,12,0
5568,110,192643.62,16,1067,18,35,0
5569,110,105041.33,7,843,8,9,0
5570,110,165463.13,21,979,10,22,0
5571,110,89942.6,17,1049,14,31,0
5572,110,55295.02,10,896,9,13,0
5573,110,196013.14,20,1026,13,28,1
5574,110,89756.57,13,778,3,4,0
5575,110,65614.77,12,852,8,10,0
5576,110,307504.42,23,902,9,14,1
5577,110,66860.14,5,976,9,20,0
5578,110,109462.2,6,1021,13,27,0
5579,110,26083.11,4,907,9,15,0
5580,110,82639.38,10,1066,17,34,0
5581,110,226305.65,20,788,5,6,1
5582,110,47717.06,8,1007,14,26,0
5583,110,241209.41,19,736,1,2,0
5584,110,85697.87,10,1050,15,32,0
5585,110,78272.5,8,836,6,7,0
5586,110,127381.24,22,1036,14,30,0
5587,110,36999.05,7,979,10,23,0
5588,110,111958.22,10,951,11,18,0
5589,110,261806.8,27,784,4,5,0
5590,110,144685.82,12,837,7,8,0
5591,110,112952.03,11,983,13,24,0
5592,110,130173.21,21,729,0,1,0
5593,110,180788.05,16,947,10,17,0
5594,110,275857.36,21,968,9,19,1
5595,110,305876.05,26,878,7,11,1
5596,110,123491.86,6,990,14,25,0
5597,111,70147.72,4,980,9,13,0
5598,111,182950.29,20,1032,11,21,1
5599,111,156289.92,8,851,2,3,0
5600,111,120030.25,10,908,6,7,1
5601,111,108124.53,16,1025,12,19,1
5602,111,318893.55,24,883,3,4,1
5603,111,149946.66,11,908,6,8,1
5604,111,229480.16,22,813,0,1,1
5605,111,58554.52,7,1074,13,25,1
5606,111,75526.98,7,1111,13,28,0
5607,111,44337.7,7,1033,11,22,0
5608,111,244703.41,17,887,4,5,1
5609,111,176436.69,13,1118,12,29,1
5610,111,301986.28,17,1079,14,26,1
5611,111,41134.33,6,912,9,10,0
5612,111,168698.21,18,1110,12,27,1
5613,111,118459.45,9,1020,11,18,1
5614,111,91378.09,8,897,5,6,1
5615,111,121697.92,13,988,10,14,1
5616,111,137070.09,11,1056,11,23,1
5617,111,38120.63,7,997,12,16,0
5618,111,114388.73,9,1014,11,17,1
5619,111,213780.77,23,994,11,15,1
5620,111,256916.02,22,1072,12,24,1
5621,111,178240.33,19,978,8,12,1
5622,111,74271.39,6,919,10,11,0
5623,111,86823.64,17,1126,13,30,1
5624,111,85950.37,11,1029,11,20,1
5625,111,46317.32,6,909,8,9,0
5626,111,103550.29,11,826,1,2,1
5627,112,28774.84,2,990,10,12,1
5628,112,224134.56,16,890,3,4,1
5629,112,54547.37,6,884,2,3,0
5630,112,215315.22,20,1218,7,25,1
5631,112,75220.23,9,920,6,7,0
5632,112,80647.61,5,1147,7,20,0
5633,112,32722.55,5,1157,8,21,1
5634,112,145380.52,15,1181,9,22,0
5635,112,170204.65,15,1128,6,19,1
5636,112,76534.72,13,1076,3,14,1
5637,112,110372.41,15,894,4,5,1
5638,112,191810.56,14,870,1,2,1
5639,112,137048.8,16,918,5,6,1
5640,112,158946.34,15,869,0,1,1
5641,112,170593.92,16,1222,9,27,1
5642,112,223184.7,19,1076,3,15,1
5643,112,109374.97,11,1217,6,24,1
5644,112,233724.98,20,1124,5,18,1
5645,112,166950.16,20,1084,6,17,1
5646,112,212106.14,22,1082,5,16,1
5647,112,216896.07,21,939,8,9,1
5648,112,206154.47,22,1188,9,23,1
5649,112,233851.23,19,928,7,8,1
5650,112,197756.76,18,946,9,10,1
5651,112,208402.64,24,971,10,11,1
5652,112,43461.89,5,1062,3,13,0
5653,112,71909.25,14,1220,8,26,1
5654,113,324821.89,22,1016,11,46,1
5655,113,141592.85,14,751,8,9,1
5656,113,250869.59,14,816,19,20,0
5657,113,251228.35,22,821,19,21,1
5658,113,56524.14,9,982,13,43,0
5659,113,132265.58,19,876,22,33,1
5660,113,61551.35,12,822,20,22,0
5661,113,98615.09,11,719,4,5,0
5662,113,282014.95,19,789,14,15,1
5663,113,90816.52,16,924,16,36,0
5664,113,123713.34,13,874,20,31,1
5665,113,129124.95,16,857,20,28,1
5666,113,227415.31,15,830,21,25,0
5667,113,237095.42,16,751,8,10,1
5668,113,185204.76,14,825,20,23,0
5669,113,103749.12,13,801,18,19,1
5670,113,95321.62,10,794,16,17,0
5671,113,65693.37,9,778,13,14,0
5672,113,188350.5,22,838,21,26,1
5673,113,244753.62,20,703,1,2,0
5674,113,232915.59,17,763,11,12,1
5675,113,201806.42,20,717,3,4,1
5676,113,135891.21,11,730,6,7,0
5677,113,147142.73,15,936,19,39,1
5678,113,181819.81,17,764,12,13,1
5679,113,48808.68,4,698,0,1,0
5680,113,111465.46,13,999,11,45,1
5681,113,273367.6,23,940,19,40,1
5682,113,284405.74,24,932,17,37,1
5683,113,158041.97,18,720,5,6,1
5684,113,131124.3,16,941,20,41,1
5685,113,33279.94,8,759,10,11,1
5686,113,301529.32,25,946,18,42,1
5687,113,291987.35,27,792,15,16,1
5688,113,137210.19,15,849,20,27,1
5689,113,79041.18,8,740,7,8,0
5690,113,138786.65,17,708,2,3,1
5691,113,28052.6,4,881,22,34,0
5692,113,169073.43,19,875,21,32,1
5693,113,125440.75,11,829,20,24,0
5694,113,177868.79,12,1025,12,47,0
5695,113,207765.67,19,994,13,44,1
5696,113,105678.24,8,860,21,29,0
5697,113,310460.46,29,865,21,30,1
5698,113,191367.49,20,932,17,38,1
5699,113,195271.29,17,906,20,35,1
5700,113,148143.71,19,799,17,18,1
5701,114,171674.72,12,1403,12,13,0
5702,114,243861.21,20,1628,10,31,0
5703,114,24912.6,4,1626,10,30,0
5704,114,99126.76,13,1457,8,16,0
5705,114,332039.92,23,1284,0,1,0
5706,114,183737.13,17,1637,12,34,0
5707,114,28491.15,5,1636,11,33,0
5708,114,88256.07,17,1562,7,23,0
5709,114,99937.12,8,1321,4,5,0
5710,114,191074.85,23,1507,7,20,0
5711,114,168956.0,17,1615,9,29,0
5712,114,65004.41,7,1635,10,32,0
5713,114,61935.88,4,1345,8,9,0
5714,114,29783.62,8,1437,11,15,0
5715,114,60253.22,12,1292,2,3,0
5716,114,57141.34,9,1574,11,27,0
5717,114,186314.39,13,1360,9,10,0
5718,114,119502.31,13,1404,13,14,0
5719,114,100226.15,11,1335,6,7,0
5720,114,147009.3,21,1489,8,19,1
5721,114,209004.25,19,1524,8,22,0
5722,114,125999.03,9,1509,8,21,0
5723,114,57606.29,4,1344,7,8,0
5724,114,149630.09,11,1571,9,25,0
5725,114,57095.55,10,1319,3,4,0
5726,114,119635.58,12,1375,10,11,0
5727,114,162836.05,18,1567,8,24,0
5728,114,133485.09,21,1291,1,2,0
5729,114,95101.41,16,1479,8,18,0
5730,114,106130.74,8,1378,11,12,0
5731,114,115114.26,11,1571,9,26,0
5732,114,306707.22,24,1330,5,6,0
5733,114,53429.02,10,1466,7,17,0
5734,114,109794.44,11,1595,10,28,0
5735,115,64830.96,8,459,10,11,0
5736,115,56589.74,8,564,31,39,0
5737,115,209300.8,20,761,26,83,1
5738,115,263413.79,24,452,9,10,1
5739,115,60325.8,6,524,25,26,0
5740,115,176703.27,17,502,22,23,1
5741,115,67227.39,7,589,35,49,0
5742,115,97002.06,12,438,6,7,0
5743,115,26652.79,3,701,23,69,0
5744,115,94560.12,12,550,29,34,0
5745,115,45902.09,9,733,25,78,0
5746,115,145489.35,17,536,28,29,0
5747,115,34268.44,6,545,29,31,0
5748,115,197539.76,16,514,24,25,0
5749,115,25933.86,5,588,33,47,0
5750,115,356339.06,22,780,24,87,1
5751,115,235319.56,19,644,31,57,0
5752,115,116649.8,11,450,7,8,0
5753,115,53883.38,6,669,31,65,0
5754,115,19370.01,4,436,5,6,0
5755,115,103494.32,14,477,15,16,0
5756,115,56440.56,7,533,27,28,0
5757,115,139396.32,16,588,33,48,0
5758,115,218652.42,23,745,27,80,1
5759,115,247524.6,21,486,19,20,1
5760,115,65630.08,7,461,11,12,0
5761,115,44575.87,3,686,26,66,0
5762,115,230138.88,16,538,29,30,1
5763,115,137250.6,10,494,21,22,0
5764,115,74355.76,10,576,31,42,0
5765,115,211533.89,21,713,24,74,0
5766,115,153926.6,13,424,0,1,0
5767,115,87826.57,15,762,27,84,0
5768,115,231761.97,19,428,1,2,1
5769,115,154912.79,15,553,31,36,0
5770,115,73622.59,6,770,25,85,0
5771,115,29518.88,4,559,30,38,0
5772,115,129337.08,16,721,25,76,0
5773,115,161796.65,20,771,26,86,0
5774,115,228088.61,24,627,29,53,0
5775,115,151554.31,9,706,25,72,0
5776,115,190749.8,14,577,32,43,0
5777,115,214755.94,19,428,1,3,0
5778,115,182545.48,14,550,29,35,0
5779,115,84910.48,10,612,30,52,0
5780,115,11942.85,2,571,31,40,0
5781,115,129061.68,10,640,30,56,0
5782,115,133567.5,9,687,27,67,0
5783,115,274680.64,21,755,27,82,0
5784,115,204739.3,23,579,34,45,0
5785,115,18192.47,2,511,23,24,0
5786,115,242969.72,18,703,25,71,0
5787,115,63205.88,6,646,32,59,0
5788,115,199087.79,18,483,18,19,1
5789,115,42390.91,4,652,32,60,0
5790,115,269710.7,27,527,26,27,0
5791,115,194268.3,19,655,33,62,0
